location,station_name,country,j.date,temp,year.true,year.modify,complete,date,month,week,day
stlouis,CLOQUET,us,150,19.27083333,2014,2014,1,5/30/2014,5,21,30
stlouis,CLOQUET,us,151,19.22083333,2014,2014,1,5/31/2014,5,21,31
stlouis,CLOQUET,us,152,19.05833333,2014,2014,1,6/1/2014,6,21,1
stlouis,CLOQUET,us,153,18.69583333,2014,2014,1,6/2/2014,6,21,2
stlouis,CLOQUET,us,154,18.45,2014,2014,1,6/3/2014,6,22,3
stlouis,CLOQUET,us,155,18.725,2014,2014,1,6/4/2014,6,22,4
stlouis,CLOQUET,us,156,18.88333333,2014,2014,1,6/5/2014,6,22,5
stlouis,CLOQUET,us,157,18.5375,2014,2014,1,6/6/2014,6,22,6
stlouis,CLOQUET,us,158,18.55833333,2014,2014,1,6/7/2014,6,22,7
stlouis,CLOQUET,us,159,18.37916667,2014,2014,1,6/8/2014,6,22,8
stlouis,CLOQUET,us,160,18.64166667,2014,2014,1,6/9/2014,6,22,9
stlouis,CLOQUET,us,161,18.025,2014,2014,1,6/10/2014,6,23,10
stlouis,CLOQUET,us,162,17.04583333,2014,2014,1,6/11/2014,6,23,11
stlouis,CLOQUET,us,163,16.60416667,2014,2014,1,6/12/2014,6,23,12
stlouis,CLOQUET,us,164,15.04166667,2014,2014,1,6/13/2014,6,23,13
stlouis,CLOQUET,us,165,15.83333333,2014,2014,1,6/14/2014,6,23,14
stlouis,CLOQUET,us,166,16.72083333,2014,2014,1,6/15/2014,6,23,15
stlouis,CLOQUET,us,167,17.95416667,2014,2014,1,6/16/2014,6,23,16
stlouis,CLOQUET,us,168,18.1,2014,2014,1,6/17/2014,6,24,17
stlouis,CLOQUET,us,169,17.80416667,2014,2014,1,6/18/2014,6,24,18
stlouis,CLOQUET,us,170,18.65416667,2014,2014,1,6/19/2014,6,24,19
stlouis,CLOQUET,us,171,19.30833333,2014,2014,1,6/20/2014,6,24,20
stlouis,CLOQUET,us,172,19.175,2014,2014,1,6/21/2014,6,24,21
stlouis,CLOQUET,us,173,20.18333333,2014,2014,1,6/22/2014,6,24,22
stlouis,CLOQUET,us,174,19.24583333,2014,2014,1,6/23/2014,6,24,23
stlouis,CLOQUET,us,175,18.98333333,2014,2014,1,6/24/2014,6,25,24
stlouis,CLOQUET,us,176,19.975,2014,2014,1,6/25/2014,6,25,25
stlouis,CLOQUET,us,177,21.34166667,2014,2014,1,6/26/2014,6,25,26
stlouis,CLOQUET,us,178,21.55833333,2014,2014,1,6/27/2014,6,25,27
stlouis,CLOQUET,us,179,21.4875,2014,2014,1,6/28/2014,6,25,28
stlouis,CLOQUET,us,180,20.92916667,2014,2014,1,6/29/2014,6,25,29
stlouis,CLOQUET,us,181,21,2014,2014,1,6/30/2014,6,25,30
stlouis,CLOQUET,us,182,21.47916667,2014,2014,1,7/1/2014,7,26,1
stlouis,CLOQUET,us,183,21.88333333,2014,2014,1,7/2/2014,7,26,2
stlouis,CLOQUET,us,184,22.52083333,2014,2014,1,7/3/2014,7,26,3
stlouis,CLOQUET,us,185,23.2125,2014,2014,1,7/4/2014,7,26,4
stlouis,CLOQUET,us,186,23.61666667,2014,2014,1,7/5/2014,7,26,5
stlouis,CLOQUET,us,187,23.26666667,2014,2014,1,7/6/2014,7,26,6
stlouis,CLOQUET,us,188,23.3125,2014,2014,1,7/7/2014,7,26,7
stlouis,CLOQUET,us,189,22.80416667,2014,2014,1,7/8/2014,7,27,8
stlouis,CLOQUET,us,190,22.70416667,2014,2014,1,7/9/2014,7,27,9
stlouis,CLOQUET,us,191,22.40416667,2014,2014,1,7/10/2014,7,27,10
stlouis,CLOQUET,us,192,21.52916667,2014,2014,1,7/11/2014,7,27,11
stlouis,CLOQUET,us,193,20.6125,2014,2014,1,7/12/2014,7,27,12
stlouis,CLOQUET,us,194,20.24166667,2014,2014,1,7/13/2014,7,27,13
stlouis,CLOQUET,us,195,20.65833333,2014,2014,1,7/14/2014,7,27,14
stlouis,CLOQUET,us,196,21.56666667,2014,2014,1,7/15/2014,7,28,15
stlouis,CLOQUET,us,197,22.22916667,2014,2014,1,7/16/2014,7,28,16
stlouis,CLOQUET,us,198,23.22916667,2014,2014,1,7/17/2014,7,28,17
stlouis,CLOQUET,us,199,24.22916667,2014,2014,1,7/18/2014,7,28,18
stlouis,CLOQUET,us,200,24.60416667,2014,2014,1,7/19/2014,7,28,19
stlouis,CLOQUET,us,201,25.10416667,2014,2014,1,7/20/2014,7,28,20
stlouis,CLOQUET,us,202,24.75416667,2014,2014,1,7/21/2014,7,28,21
stlouis,CLOQUET,us,203,24.24583333,2014,2014,1,7/22/2014,7,29,22
stlouis,CLOQUET,us,204,24.14166667,2014,2014,1,7/23/2014,7,29,23
stlouis,CLOQUET,us,205,23.18333333,2014,2014,1,7/24/2014,7,29,24
stlouis,CLOQUET,us,206,23.05652174,2014,2014,1,7/25/2014,7,29,25
stlouis,CLOQUET,us,207,23.00416667,2014,2014,1,7/26/2014,7,29,26
stlouis,CLOQUET,us,208,23.05,2014,2014,1,7/27/2014,7,29,27
stlouis,CLOQUET,us,209,23.21666667,2014,2014,1,7/28/2014,7,29,28
stlouis,CLOQUET,us,210,23.41666667,2014,2014,1,7/29/2014,7,30,29
stlouis,CLOQUET,us,211,23.7625,2014,2014,1,7/30/2014,7,30,30
stlouis,CLOQUET,us,212,23.91666667,2014,2014,1,7/31/2014,7,30,31
stlouis,CLOQUET,us,213,23.67916667,2014,2014,1,8/1/2014,8,30,1
stlouis,CLOQUET,us,214,24.62083333,2014,2014,1,8/2/2014,8,30,2
stlouis,CLOQUET,us,215,24.225,2014,2014,1,8/3/2014,8,30,3
stlouis,CLOQUET,us,216,23.89166667,2014,2014,1,8/4/2014,8,30,4
stlouis,CLOQUET,us,217,24.19166667,2014,2014,1,8/5/2014,8,31,5
stlouis,CLOQUET,us,218,24.33333333,2014,2014,1,8/6/2014,8,31,6
stlouis,CLOQUET,us,219,23.96666667,2014,2014,1,8/7/2014,8,31,7
stlouis,CLOQUET,us,220,23.71666667,2014,2014,1,8/8/2014,8,31,8
stlouis,CLOQUET,us,221,23.78333333,2014,2014,1,8/9/2014,8,31,9
stlouis,CLOQUET,us,222,23.59583333,2014,2014,1,8/10/2014,8,31,10
stlouis,CLOQUET,us,223,23.59166667,2014,2014,1,8/11/2014,8,31,11
stlouis,CLOQUET,us,224,23.8625,2014,2014,1,8/12/2014,8,32,12
stlouis,CLOQUET,us,225,22.92083333,2014,2014,1,8/13/2014,8,32,13
stlouis,CLOQUET,us,226,21.8625,2014,2014,1,8/14/2014,8,32,14
stlouis,CLOQUET,us,227,21.5,2014,2014,1,8/15/2014,8,32,15
stlouis,CLOQUET,us,228,21.4173913,2014,2014,1,8/16/2014,8,32,16
stlouis,CLOQUET,us,229,20.61666667,2014,2014,1,8/17/2014,8,32,17
stlouis,CLOQUET,us,230,19.95833333,2014,2014,1,8/18/2014,8,32,18
stlouis,CLOQUET,us,231,19.95416667,2014,2014,1,8/19/2014,8,33,19
stlouis,CLOQUET,us,232,20.09166667,2014,2014,1,8/20/2014,8,33,20
stlouis,CLOQUET,us,233,20.16521739,2014,2014,1,8/21/2014,8,33,21
stlouis,CLOQUET,us,234,20.425,2014,2014,1,8/22/2014,8,33,22
stlouis,CLOQUET,us,235,20.67083333,2014,2014,1,8/23/2014,8,33,23
stlouis,CLOQUET,us,236,20.77083333,2014,2014,1,8/24/2014,8,33,24
stlouis,CLOQUET,us,237,20.8,2014,2014,1,8/25/2014,8,33,25
stlouis,CLOQUET,us,238,20.39166667,2014,2014,1,8/26/2014,8,34,26
stlouis,CLOQUET,us,239,20.175,2014,2014,1,8/27/2014,8,34,27
stlouis,CLOQUET,us,240,20.0625,2014,2014,1,8/28/2014,8,34,28
stlouis,CLOQUET,us,241,20.09583333,2014,2014,1,8/29/2014,8,34,29
stlouis,CLOQUET,us,242,20.4,2014,2014,1,8/30/2014,8,34,30
stlouis,CLOQUET,us,243,20.40833333,2014,2014,1,8/31/2014,8,34,31
stlouis,CLOQUET,us,244,20.03333333,2014,2014,1,9/1/2014,9,34,1
stlouis,CLOQUET,us,245,19.76666667,2014,2014,1,9/2/2014,9,35,2
stlouis,CLOQUET,us,246,19.74583333,2014,2014,1,9/3/2014,9,35,3
stlouis,CLOQUET,us,247,20.05833333,2014,2014,1,9/4/2014,9,35,4
stlouis,CLOQUET,us,248,20,2014,2014,1,9/5/2014,9,35,5
stlouis,CLOQUET,us,249,19.18333333,2014,2014,1,9/6/2014,9,35,6
stlouis,CLOQUET,us,250,18.07083333,2014,2014,1,9/7/2014,9,35,7
stlouis,CLOQUET,us,251,17.00416667,2014,2014,1,9/8/2014,9,35,8
stlouis,CLOQUET,us,252,15.79583333,2014,2014,1,9/9/2014,9,36,9
stlouis,CLOQUET,us,253,14.8625,2014,2014,1,9/10/2014,9,36,10
stlouis,CLOQUET,us,254,14.2625,2014,2014,1,9/11/2014,9,36,11
stlouis,CLOQUET,us,255,13.80416667,2014,2014,1,9/12/2014,9,36,12
stlouis,CLOQUET,us,256,14.13333333,2014,2014,1,9/13/2014,9,36,13
stlouis,CLOQUET,us,257,13.8375,2014,2014,1,9/14/2014,9,36,14
stlouis,CLOQUET,us,258,13.38333333,2014,2014,1,9/15/2014,9,36,15
stlouis,CLOQUET,us,259,13.90416667,2014,2014,1,9/16/2014,9,37,16
stlouis,CLOQUET,us,260,14.525,2014,2014,1,9/17/2014,9,37,17
stlouis,CLOQUET,us,261,14.94166667,2014,2014,1,9/18/2014,9,37,18
stlouis,CLOQUET,us,262,15.38333333,2014,2014,1,9/19/2014,9,37,19
stlouis,CLOQUET,us,263,16.02916667,2014,2014,1,9/20/2014,9,37,20
stlouis,CLOQUET,us,264,16.19583333,2014,2014,1,9/21/2014,9,37,21
stlouis,CLOQUET,us,265,16.40416667,2014,2014,1,9/22/2014,9,37,22
stlouis,CLOQUET,us,266,17.04166667,2014,2014,1,9/23/2014,9,38,23
stlouis,CLOQUET,us,267,17.80833333,2014,2014,1,9/24/2014,9,38,24
stlouis,CLOQUET,us,268,17.76666667,2014,2014,1,9/25/2014,9,38,25
stlouis,CLOQUET,us,269,16.70833333,2014,2014,1,9/26/2014,9,38,26
stlouis,CLOQUET,us,270,15.8125,2014,2014,1,9/27/2014,9,38,27
stlouis,CLOQUET,us,271,15.275,2014,2014,1,9/28/2014,9,38,28
stlouis,CLOQUET,us,272,14.28333333,2014,2014,1,9/29/2014,9,38,29
stlouis,CLOQUET,us,273,12.08333333,2014,2014,1,9/30/2014,9,39,30
stlouis,CLOQUET,us,274,10.30416667,2014,2014,1,10/1/2014,10,39,1
stlouis,CLOQUET,us,275,9.729166667,2014,2014,1,10/2/2014,10,39,2
stlouis,CLOQUET,us,276,9.154166667,2014,2014,1,10/3/2014,10,39,3
stlouis,CLOQUET,us,277,8.479166667,2014,2014,1,10/4/2014,10,39,4
stlouis,CLOQUET,us,278,8.216666667,2014,2014,1,10/5/2014,10,39,5
stlouis,CLOQUET,us,279,7.9875,2014,2014,1,10/6/2014,10,39,6
stlouis,CLOQUET,us,280,7.625,2014,2014,1,10/7/2014,10,40,7
stlouis,CLOQUET,us,281,7.770833333,2014,2014,1,10/8/2014,10,40,8
stlouis,CLOQUET,us,282,8.025,2014,2014,1,10/9/2014,10,40,9
stlouis,CLOQUET,us,283,8.282608696,2014,2014,1,10/10/2014,10,40,10
stlouis,CLOQUET,us,284,8.7625,2014,2014,1,10/11/2014,10,40,11
stlouis,CLOQUET,us,285,9.15,2014,2014,1,10/12/2014,10,40,12
stlouis,CLOQUET,us,286,9.420833333,2014,2014,1,10/13/2014,10,40,13
stlouis,CLOQUET,us,287,9.7,2014,2014,1,10/14/2014,10,41,14
stlouis,CLOQUET,us,288,9.495833333,2014,2014,1,10/15/2014,10,41,15
stlouis,CLOQUET,us,289,9.554166667,2014,2014,1,10/16/2014,10,41,16
stlouis,CLOQUET,us,290,9.416666667,2014,2014,1,10/17/2014,10,41,17
stlouis,CLOQUET,us,291,9.104166667,2014,2014,1,10/18/2014,10,41,18
stlouis,CLOQUET,us,292,8.979166667,2014,2014,1,10/19/2014,10,41,19
stlouis,CLOQUET,us,293,9.195833333,2014,2014,1,10/20/2014,10,41,20
stlouis,CLOQUET,us,294,9.395833333,2014,2014,1,10/21/2014,10,42,21
stlouis,CLOQUET,us,295,9.216666667,2014,2014,1,10/22/2014,10,42,22
stlouis,CLOQUET,us,296,9.229166667,2014,2014,1,10/23/2014,10,42,23
stlouis,CLOQUET,us,297,9.133333333,2014,2014,1,10/24/2014,10,42,24
stlouis,CLOQUET,us,298,8.591666667,2014,2014,1,10/25/2014,10,42,25
stlouis,CLOQUET,us,299,7.991304348,2014,2014,1,10/26/2014,10,42,26
stlouis,CLOQUET,us,300,6.926086957,2014,2014,1,10/27/2014,10,42,27
stlouis,CLOQUET,us,301,5.920833333,2014,2014,1,10/28/2014,10,43,28
stlouis,CLOQUET,us,302,5.084,2014,2014,1,10/29/2014,10,43,29
stlouis,CLOQUET,us,303,4.654166667,2014,2014,1,10/30/2014,10,43,30
stlouis,CLOQUET,us,304,4.295833333,2014,2014,1,10/31/2014,10,43,31
stlouis,CLOQUET,us,305,3.804166667,2014,2014,1,11/1/2014,11,43,1
stlouis,CLOQUET,us,306,3.65,2014,2014,1,11/2/2014,11,43,2
stlouis,CLOQUET,us,307,3.733333333,2014,2014,1,11/3/2014,11,43,3
stlouis,CLOQUET,us,308,3.609090909,2014,2014,1,11/4/2014,11,44,4
stlouis,CLOQUET,us,309,2.941666667,2014,2014,1,11/5/2014,11,44,5
stlouis,CLOQUET,us,310,2.245833333,2014,2014,1,11/6/2014,11,44,6
stlouis,CLOQUET,us,311,1.45,2014,2014,1,11/7/2014,11,44,7
stlouis,CLOQUET,us,312,0.7375,2014,2014,1,11/8/2014,11,44,8
stlouis,CLOQUET,us,313,0.429166667,2014,2014,1,11/9/2014,11,44,9
stlouis,CLOQUET,us,314,0.35,2014,2014,1,11/10/2014,11,44,10
stlouis,CLOQUET,us,315,0.308333333,2014,2014,1,11/11/2014,11,45,11
stlouis,CLOQUET,us,316,0.2875,2014,2014,1,11/12/2014,11,45,12
stlouis,CLOQUET,us,317,0.233333333,2014,2014,1,11/13/2014,11,45,13
stlouis,CLOQUET,us,318,0.208333333,2014,2014,1,11/14/2014,11,45,14
stlouis,CLOQUET,us,319,0.2125,2014,2014,1,11/15/2014,11,45,15
stlouis,CLOQUET,us,320,0.2,2014,2014,1,11/16/2014,11,45,16
stlouis,CLOQUET,us,321,0.2,2014,2014,1,11/17/2014,11,45,17
stlouis,CLOQUET,us,322,0.2375,2014,2014,1,11/18/2014,11,46,18
stlouis,CLOQUET,us,323,0.220833333,2014,2014,1,11/19/2014,11,46,19
stlouis,CLOQUET,us,324,0.208333333,2014,2014,1,11/20/2014,11,46,20
stlouis,CLOQUET,us,325,0.145833333,2014,2014,1,11/21/2014,11,46,21
stlouis,CLOQUET,us,326,0.1625,2014,2014,1,11/22/2014,11,46,22
stlouis,CLOQUET,us,327,0.125,2014,2014,1,11/23/2014,11,46,23
stlouis,CLOQUET,us,328,0.129166667,2014,2014,1,11/24/2014,11,46,24
stlouis,CLOQUET,us,329,0.154166667,2014,2014,1,11/25/2014,11,47,25
stlouis,CLOQUET,us,330,0.1125,2014,2014,1,11/26/2014,11,47,26
stlouis,CLOQUET,us,331,0.1,2014,2014,1,11/27/2014,11,47,27
stlouis,CLOQUET,us,332,0.1,2014,2014,1,11/28/2014,11,47,28
stlouis,CLOQUET,us,333,0.129166667,2014,2014,1,11/29/2014,11,47,29
stlouis,CLOQUET,us,334,0.145833333,2014,2014,1,11/30/2014,11,47,30
stlouis,CLOQUET,us,335,0.175,2014,2014,1,12/1/2014,12,47,1
stlouis,CLOQUET,us,336,0.175,2014,2014,1,12/2/2014,12,48,2
stlouis,CLOQUET,us,337,0.2,2014,2014,1,12/3/2014,12,48,3
stlouis,CLOQUET,us,338,0.15,2014,2014,1,12/4/2014,12,48,4
stlouis,CLOQUET,us,339,0.108333333,2014,2014,1,12/5/2014,12,48,5
stlouis,CLOQUET,us,340,0.1,2014,2014,1,12/6/2014,12,48,6
stlouis,CLOQUET,us,341,0.1,2014,2014,1,12/7/2014,12,48,7
stlouis,CLOQUET,us,342,0.1,2014,2014,1,12/8/2014,12,48,8
stlouis,CLOQUET,us,343,0.1125,2014,2014,1,12/9/2014,12,49,9
stlouis,CLOQUET,us,344,0.116666667,2014,2014,1,12/10/2014,12,49,10
stlouis,CLOQUET,us,345,0.114285714,2014,2014,1,12/11/2014,12,49,11
stlouis,CLOQUET,us,346,0.104166667,2014,2014,1,12/12/2014,12,49,12
stlouis,CLOQUET,us,347,0.079166667,2014,2014,1,12/13/2014,12,49,13
stlouis,CLOQUET,us,348,0.095833333,2014,2014,1,12/14/2014,12,49,14
stlouis,CLOQUET,us,349,0.0625,2014,2014,1,12/15/2014,12,49,15
stlouis,CLOQUET,us,350,0.083333333,2014,2014,1,12/16/2014,12,50,16
stlouis,CLOQUET,us,351,0.091666667,2014,2014,1,12/17/2014,12,50,17
stlouis,CLOQUET,us,352,0.1,2014,2014,1,12/18/2014,12,50,18
stlouis,CLOQUET,us,353,0.1,2014,2014,1,12/19/2014,12,50,19
stlouis,CLOQUET,us,354,0.1,2014,2014,1,12/20/2014,12,50,20
stlouis,CLOQUET,us,355,0.104166667,2014,2014,1,12/21/2014,12,50,21
stlouis,CLOQUET,us,356,0.095833333,2014,2014,1,12/22/2014,12,50,22
stlouis,CLOQUET,us,357,0.091666667,2014,2014,1,12/23/2014,12,51,23
stlouis,CLOQUET,us,358,0.0875,2014,2014,1,12/24/2014,12,51,24
stlouis,CLOQUET,us,359,0.045833333,2014,2014,1,12/25/2014,12,51,25
stlouis,CLOQUET,us,360,0.045833333,2014,2014,1,12/26/2014,12,51,26
stlouis,CLOQUET,us,361,0.025,2014,2014,1,12/27/2014,12,51,27
stlouis,CLOQUET,us,362,0.025,2014,2014,1,12/28/2014,12,51,28
stlouis,CLOQUET,us,363,0.025,2014,2014,1,12/29/2014,12,51,29
stlouis,CLOQUET,us,364,0.025,2014,2014,1,12/30/2014,12,52,30
stlouis,CLOQUET,us,365,0.025,2014,2014,1,12/31/2014,12,52,31
saginaw,SAGINAW #3,us,1,2.005208333,2012,na,1,1/1/2012,1,52,1
saginaw,SAGINAW #3,us,2,1.540625,2012,na,1,1/2/2012,1,52,2
saginaw,SAGINAW #3,us,3,1.540625,2012,na,1,1/3/2012,1,52,3
saginaw,SAGINAW #3,us,4,1.540625,2012,na,1,1/4/2012,1,52,4
saginaw,SAGINAW #3,us,5,0,2012,na,1,1/5/2012,1,52,5
saginaw,SAGINAW #3,us,6,0.071875,2012,na,1,1/6/2012,1,52,6
saginaw,SAGINAW #3,us,7,1.15,2012,#REF!,1,1/7/2012,1,1,7
saginaw,SAGINAW #3,us,8,1.59375,2012,#REF!,1,1/8/2012,1,1,8
saginaw,SAGINAW #3,us,9,1.129166667,2012,#REF!,1,1/9/2012,1,1,9
saginaw,SAGINAW #3,us,10,0.998958333,2012,#REF!,1,1/10/2012,1,1,10
saginaw,SAGINAW #3,us,11,1.259340659,2012,#REF!,1,1/11/2012,1,1,11
saginaw,SAGINAW #3,us,12,1.797916667,2012,#REF!,1,1/12/2012,1,1,12
saginaw,SAGINAW #3,us,13,1.29375,2012,#REF!,1,1/13/2012,1,1,13
saginaw,SAGINAW #3,us,14,0.477083333,2012,#REF!,1,1/14/2012,1,2,14
saginaw,SAGINAW #3,us,15,0.14375,2012,#REF!,1,1/15/2012,1,2,15
saginaw,SAGINAW #3,us,16,0.096875,2012,#REF!,1,1/16/2012,1,2,16
saginaw,SAGINAW #3,us,17,0.069791667,2012,#REF!,1,1/17/2012,1,2,17
saginaw,SAGINAW #3,us,18,0.111458333,2012,#REF!,1,1/18/2012,1,2,18
saginaw,SAGINAW #3,us,19,0.111458333,2012,#REF!,1,1/19/2012,1,2,19
saginaw,SAGINAW #3,us,20,0.111458333,2012,#REF!,1,1/20/2012,1,2,20
saginaw,SAGINAW #3,us,21,0.008333333,2012,#REF!,1,1/21/2012,1,3,21
saginaw,SAGINAW #3,us,22,0.016483516,2012,#REF!,1,1/22/2012,1,3,22
saginaw,SAGINAW #3,us,23,0.015625,2012,#REF!,1,1/23/2012,1,3,23
saginaw,SAGINAW #3,us,24,0,2012,#REF!,1,1/24/2012,1,3,24
saginaw,SAGINAW #3,us,25,0.035416667,2012,#REF!,1,1/25/2012,1,3,25
saginaw,SAGINAW #3,us,26,0.175,2012,#REF!,1,1/26/2012,1,3,26
saginaw,SAGINAW #3,us,27,0.504166667,2012,#REF!,1,1/27/2012,1,3,27
saginaw,SAGINAW #3,us,28,0.591666667,2012,#REF!,1,1/28/2012,1,4,28
saginaw,SAGINAW #3,us,29,0.128125,2012,#REF!,1,1/29/2012,1,4,29
saginaw,SAGINAW #3,us,30,0.128125,2012,#REF!,1,1/30/2012,1,4,30
saginaw,SAGINAW #3,us,31,0.128125,2012,#REF!,1,1/31/2012,1,4,31
saginaw,SAGINAW #3,us,32,1.232291667,2012,#REF!,1,2/1/2012,2,4,1
saginaw,SAGINAW #3,us,33,1.351041667,2012,#REF!,1,2/2/2012,2,4,2
saginaw,SAGINAW #3,us,34,1.158333333,2012,#REF!,1,2/3/2012,2,4,3
saginaw,SAGINAW #3,us,35,1.214583333,2012,#REF!,1,2/4/2012,2,5,4
saginaw,SAGINAW #3,us,36,1.30625,2012,#REF!,1,2/5/2012,2,5,5
saginaw,SAGINAW #3,us,37,1.453125,2012,#REF!,1,2/6/2012,2,5,6
saginaw,SAGINAW #3,us,38,1.703125,2012,#REF!,1,2/7/2012,2,5,7
saginaw,SAGINAW #3,us,39,1.3375,2012,#REF!,1,2/8/2012,2,5,8
saginaw,SAGINAW #3,us,40,1.078125,2012,#REF!,1,2/9/2012,2,5,9
saginaw,SAGINAW #3,us,41,0.721875,2012,#REF!,1,2/10/2012,2,5,10
saginaw,SAGINAW #3,us,42,0.130208333,2012,#REF!,1,2/11/2012,2,6,11
saginaw,SAGINAW #3,us,43,0.121875,2012,#REF!,1,2/12/2012,2,6,12
saginaw,SAGINAW #3,us,44,0.11875,2012,#REF!,1,2/13/2012,2,6,13
saginaw,SAGINAW #3,us,45,0.0625,2012,#REF!,1,2/14/2012,2,6,14
saginaw,SAGINAW #3,us,46,0.288541667,2012,#REF!,1,2/15/2012,2,6,15
saginaw,SAGINAW #3,us,47,1.016666667,2012,#REF!,1,2/16/2012,2,6,16
saginaw,SAGINAW #3,us,48,1.448958333,2012,#REF!,1,2/17/2012,2,6,17
saginaw,SAGINAW #3,us,49,1.503125,2012,#REF!,1,2/18/2012,2,7,18
saginaw,SAGINAW #3,us,50,1.238541667,2012,#REF!,1,2/19/2012,2,7,19
saginaw,SAGINAW #3,us,51,1.23125,2012,#REF!,1,2/20/2012,2,7,20
saginaw,SAGINAW #3,us,52,1.169791667,2012,#REF!,1,2/21/2012,2,7,21
saginaw,SAGINAW #3,us,53,1.536263736,2012,#REF!,1,2/22/2012,2,7,22
saginaw,SAGINAW #3,us,54,2.271875,2012,#REF!,1,2/23/2012,2,7,23
saginaw,SAGINAW #3,us,55,2.010416667,2012,#REF!,1,2/24/2012,2,7,24
saginaw,SAGINAW #3,us,56,1.5875,2012,#REF!,1,2/25/2012,2,8,25
saginaw,SAGINAW #3,us,57,2.102083333,2012,#REF!,1,2/26/2012,2,8,26
saginaw,SAGINAW #3,us,58,2.173958333,2012,#REF!,1,2/27/2012,2,8,27
saginaw,SAGINAW #3,us,59,1.840625,2012,#REF!,1,2/28/2012,2,8,28
saginaw,SAGINAW #3,us,60,2.119791667,2012,#REF!,1,3/1/2012,3,8,1
saginaw,SAGINAW #3,us,61,2.139583333,2012,#REF!,1,3/2/2012,3,8,2
saginaw,SAGINAW #3,us,62,2.297916667,2012,#REF!,1,3/3/2012,3,8,3
saginaw,SAGINAW #3,us,63,2.391666667,2012,#REF!,1,3/4/2012,3,9,4
saginaw,SAGINAW #3,us,64,1.669791667,2012,#REF!,1,3/5/2012,3,9,5
saginaw,SAGINAW #3,us,65,1.5625,2012,#REF!,1,3/6/2012,3,9,6
saginaw,SAGINAW #3,us,66,1.836458333,2012,#REF!,1,3/7/2012,3,9,7
saginaw,SAGINAW #3,us,67,5.066666667,2012,#REF!,1,3/8/2012,3,9,8
saginaw,SAGINAW #3,us,68,4.277173913,2012,#REF!,1,3/9/2012,3,9,9
saginaw,SAGINAW #3,us,69,3.416666667,2012,#REF!,1,3/10/2012,3,9,10
saginaw,SAGINAW #3,us,70,3.903125,2012,#REF!,1,3/11/2012,3,10,11
saginaw,SAGINAW #3,us,71,5.201041667,2012,#REF!,1,3/12/2012,3,10,12
saginaw,SAGINAW #3,us,72,6.125,2012,#REF!,1,3/13/2012,3,10,13
saginaw,SAGINAW #3,us,73,6.669791667,2012,#REF!,1,3/14/2012,3,10,14
saginaw,SAGINAW #3,us,74,7.822916667,2012,#REF!,1,3/15/2012,3,10,15
saginaw,SAGINAW #3,us,75,9.613541667,2012,#REF!,1,3/16/2012,3,10,16
saginaw,SAGINAW #3,us,76,10.8125,2012,#REF!,1,3/17/2012,3,10,17
saginaw,SAGINAW #3,us,77,11.71875,2012,#REF!,1,3/18/2012,3,11,18
saginaw,SAGINAW #3,us,78,12.57916667,2012,#REF!,1,3/19/2012,3,11,19
saginaw,SAGINAW #3,us,79,13.8875,2012,#REF!,1,3/20/2012,3,11,20
saginaw,SAGINAW #3,us,80,15.22395833,2012,#REF!,1,3/21/2012,3,11,21
saginaw,SAGINAW #3,us,81,16.31473684,2012,#REF!,1,3/22/2012,3,11,22
saginaw,SAGINAW #3,us,82,16.259375,2012,#REF!,1,3/23/2012,3,11,23
saginaw,SAGINAW #3,us,83,15.25833333,2012,#REF!,1,3/24/2012,3,11,24
saginaw,SAGINAW #3,us,84,14.459375,2012,#REF!,1,3/25/2012,3,12,25
saginaw,SAGINAW #3,us,85,13.25833333,2012,#REF!,1,3/26/2012,3,12,26
saginaw,SAGINAW #3,us,86,11.41935484,2012,#REF!,1,3/27/2012,3,12,27
saginaw,SAGINAW #3,us,87,10.80833333,2012,#REF!,1,3/28/2012,3,12,28
saginaw,SAGINAW #3,us,88,9.933333333,2012,#REF!,1,3/29/2012,3,12,29
saginaw,SAGINAW #3,us,89,8.090625,2012,#REF!,1,3/30/2012,3,12,30
saginaw,SAGINAW #3,us,90,6.927083333,2012,#REF!,1,3/31/2012,3,12,31
saginaw,SAGINAW #3,us,91,7.339583333,2012,#REF!,1,4/1/2012,4,13,1
saginaw,SAGINAW #3,us,92,8.335416667,2012,#REF!,1,4/2/2012,4,13,2
saginaw,SAGINAW #3,us,93,9.6625,2012,#REF!,1,4/3/2012,4,13,3
saginaw,SAGINAW #3,us,94,10.578125,2012,#REF!,1,4/4/2012,4,13,4
saginaw,SAGINAW #3,us,95,10.72916667,2012,#REF!,1,4/5/2012,4,13,5
saginaw,SAGINAW #3,us,96,10.48020833,2012,#REF!,1,4/6/2012,4,13,6
saginaw,SAGINAW #3,us,97,11.22916667,2012,#REF!,1,4/7/2012,4,13,7
saginaw,SAGINAW #3,us,98,12.40833333,2012,#REF!,1,4/8/2012,4,14,8
saginaw,SAGINAW #3,us,99,12.32708333,2012,#REF!,1,4/9/2012,4,14,9
saginaw,SAGINAW #3,us,100,11.30625,2012,#REF!,1,4/10/2012,4,14,10
saginaw,SAGINAW #3,us,101,10.32916667,2012,#REF!,1,4/11/2012,4,14,11
saginaw,SAGINAW #3,us,102,10.915625,2012,#REF!,1,4/12/2012,4,14,12
saginaw,SAGINAW #3,us,103,12.05104167,2012,#REF!,1,4/13/2012,4,14,13
