"","location","year","date","julian","water","air","dmean_1","dmean_2","dmean_3","dmean_4","dmean_5","dmean_6","cair","X.1","X","n_days","expected_days","complete"
"1159","genesee",2011,2011-05-10,130,12.1,10.55,10.85,11.15,12.25,11.65,10,6.65,10.4428571428571,14,14,112,112,TRUE
"1160","genesee",2011,2011-05-11,131,12.2,12.8,10.55,10.85,11.15,12.25,11.65,10,11.3214285714286,14,14,112,112,TRUE
"1161","genesee",2011,2011-05-12,132,12.9,17.5,12.8,10.55,10.85,11.15,12.25,11.65,12.3928571428571,14,14,112,112,TRUE
"1162","genesee",2011,2011-05-13,133,13.8,20.8,17.5,12.8,10.55,10.85,11.15,12.25,13.7,14,14,112,112,TRUE
"1163","genesee",2011,2011-05-14,134,14.4,15,20.8,17.5,12.8,10.55,10.85,11.15,14.0928571428571,14,14,112,112,TRUE
"1164","genesee",2011,2011-05-15,135,14.2,8.35,15,20.8,17.5,12.8,10.55,10.85,13.6928571428571,14,14,112,112,TRUE
"1165","genesee",2011,2011-05-16,136,11.9,6.95,8.35,15,20.8,17.5,12.8,10.55,13.1357142857143,14,14,112,112,TRUE
"1166","genesee",2011,2011-05-17,137,10.9,7.8,6.95,8.35,15,20.8,17.5,12.8,12.7428571428571,14,14,112,112,TRUE
"1167","genesee",2011,2011-05-18,138,12.1,16.1,7.8,6.95,8.35,15,20.8,17.5,13.2142857142857,14,14,112,112,TRUE
"1168","genesee",2011,2011-05-19,139,13.9,16.4,16.1,7.8,6.95,8.35,15,20.8,13.0571428571429,14,14,112,112,TRUE
"1169","genesee",2011,2011-05-20,140,14.7,17.25,16.4,16.1,7.8,6.95,8.35,15,12.55,14,14,112,112,TRUE
"1170","genesee",2011,2011-05-21,141,15.3,18.3,17.25,16.4,16.1,7.8,6.95,8.35,13.0214285714286,14,14,112,112,TRUE
"1171","genesee",2011,2011-05-22,142,15.4,18.35,18.3,17.25,16.4,16.1,7.8,6.95,14.45,14,14,112,112,TRUE
"1172","genesee",2011,2011-05-23,143,15.3,21.95,18.35,18.3,17.25,16.4,16.1,7.8,16.5928571428571,14,14,112,112,TRUE
"1173","genesee",2011,2011-05-24,144,15.9,17.25,21.95,18.35,18.3,17.25,16.4,16.1,17.9428571428571,14,14,112,112,TRUE
"1174","genesee",2011,2011-05-25,145,16.8,15.3,17.25,21.95,18.35,18.3,17.25,16.4,17.8285714285714,14,14,112,112,TRUE
"1175","genesee",2011,2011-05-26,146,17.4,21.1,15.3,17.25,21.95,18.35,18.3,17.25,18.5,14,14,112,112,TRUE
"1176","genesee",2011,2011-05-27,147,17.1,14.2,21.1,15.3,17.25,21.95,18.35,18.3,18.0642857142857,14,14,112,112,TRUE
"1177","genesee",2011,2011-05-28,148,16.5,18.35,14.2,21.1,15.3,17.25,21.95,18.35,18.0714285714286,14,14,112,112,TRUE
"1178","genesee",2011,2011-05-29,149,17.4,22.8,18.35,14.2,21.1,15.3,17.25,21.95,18.7071428571429,14,14,112,112,TRUE
"1179","genesee",2011,2011-05-30,150,18.8,22.5,22.8,18.35,14.2,21.1,15.3,17.25,18.7857142857143,14,14,112,112,TRUE
"1180","genesee",2011,2011-05-31,151,19.6,25,22.5,22.8,18.35,14.2,21.1,15.3,19.8928571428571,14,14,112,112,TRUE
"1181","genesee",2011,2011-06-01,152,20.3,20.55,25,22.5,22.8,18.35,14.2,21.1,20.6428571428571,14,14,112,112,TRUE
"1182","genesee",2011,2011-06-02,153,19.6,15,20.55,25,22.5,22.8,18.35,14.2,19.7714285714286,14,14,112,112,TRUE
"1183","genesee",2011,2011-06-03,154,19.2,14.45,15,20.55,25,22.5,22.8,18.35,19.8071428571429,14,14,112,112,TRUE
"1184","genesee",2011,2011-06-04,155,19.2,15.85,14.45,15,20.55,25,22.5,22.8,19.45,14,14,112,112,TRUE
"1185","genesee",2011,2011-06-05,156,19.6,19.15,15.85,14.45,15,20.55,25,22.5,18.9285714285714,14,14,112,112,TRUE
"1186","genesee",2011,2011-06-06,157,20.5,20,19.15,15.85,14.45,15,20.55,25,18.5714285714286,14,14,112,112,TRUE
"1187","genesee",2011,2011-06-07,158,20.6,21.65,20,19.15,15.85,14.45,15,20.55,18.0928571428571,14,14,112,112,TRUE
"1188","genesee",2011,2011-06-08,159,21,26.4,21.65,20,19.15,15.85,14.45,15,18.9285714285714,14,14,112,112,TRUE
"1189","genesee",2011,2011-06-09,160,21.8,23.05,26.4,21.65,20,19.15,15.85,14.45,20.0785714285714,14,14,112,112,TRUE
"1190","genesee",2011,2011-06-10,161,22.2,17.8,23.05,26.4,21.65,20,19.15,15.85,20.5571428571429,14,14,112,112,TRUE
"1191","genesee",2011,2011-06-11,162,22.3,20.6,17.8,23.05,26.4,21.65,20,19.15,21.2357142857143,14,14,112,112,TRUE
"1192","genesee",2011,2011-06-12,163,22.2,16.4,20.6,17.8,23.05,26.4,21.65,20,20.8428571428571,14,14,112,112,TRUE
"1193","genesee",2011,2011-06-13,164,21.2,17.25,16.4,20.6,17.8,23.05,26.4,21.65,20.45,14,14,112,112,TRUE
"1194","genesee",2011,2011-06-14,165,20.3,14.45,17.25,16.4,20.6,17.8,23.05,26.4,19.4214285714286,14,14,112,112,TRUE
"1195","genesee",2011,2011-06-15,166,20.2,18.6,14.45,17.25,16.4,20.6,17.8,23.05,18.3071428571429,14,14,112,112,TRUE
"1196","genesee",2011,2011-06-16,167,20.1,20.3,18.6,14.45,17.25,16.4,20.6,17.8,17.9142857142857,14,14,112,112,TRUE
"1197","genesee",2011,2011-06-17,168,20.5,20.25,20.3,18.6,14.45,17.25,16.4,20.6,18.2642857142857,14,14,112,112,TRUE
"1198","genesee",2011,2011-06-18,169,20.8,21.1,20.25,20.3,18.6,14.45,17.25,16.4,18.3357142857143,14,14,112,112,TRUE
"1199","genesee",2011,2011-06-19,170,21.4,18.05,21.1,20.25,20.3,18.6,14.45,17.25,18.5714285714286,14,14,112,112,TRUE
"1200","genesee",2011,2011-06-20,171,21.9,18.6,18.05,21.1,20.25,20.3,18.6,14.45,18.7642857142857,14,14,112,112,TRUE
"1201","genesee",2011,2011-06-21,172,22.5,21.4,18.6,18.05,21.1,20.25,20.3,18.6,19.7571428571429,14,14,112,112,TRUE
"1202","genesee",2011,2011-06-22,173,22.7,21.95,21.4,18.6,18.05,21.1,20.25,20.3,20.2357142857143,14,14,112,112,TRUE
"1203","genesee",2011,2011-06-23,174,23.1,23.85,21.95,21.4,18.6,18.05,21.1,20.25,20.7428571428571,14,14,112,112,TRUE
"1204","genesee",2011,2011-06-24,175,23,20.85,23.85,21.95,21.4,18.6,18.05,21.1,20.8285714285714,14,14,112,112,TRUE
"1205","genesee",2011,2011-06-25,176,22.5,18.9,20.85,23.85,21.95,21.4,18.6,18.05,20.5142857142857,14,14,112,112,TRUE
"1206","genesee",2011,2011-06-26,177,21.7,18.6,18.9,20.85,23.85,21.95,21.4,18.6,20.5928571428571,14,14,112,112,TRUE
"1207","genesee",2011,2011-06-27,178,21.4,20.8,18.6,18.9,20.85,23.85,21.95,21.4,20.9071428571429,14,14,112,112,TRUE
"1208","genesee",2011,2011-06-28,179,21.8,23.9,20.8,18.6,18.9,20.85,23.85,21.95,21.2642857142857,14,14,112,112,TRUE
"1209","genesee",2011,2011-06-29,180,21.5,18.35,23.9,20.8,18.6,18.9,20.85,23.85,20.75,14,14,112,112,TRUE
"1210","genesee",2011,2011-06-30,181,21.4,18.6,18.35,23.9,20.8,18.6,18.9,20.85,20,14,14,112,112,TRUE
"1211","genesee",2011,2011-07-01,182,21.7,18.9,18.6,18.35,23.9,20.8,18.6,18.9,19.7214285714286,14,14,112,112,TRUE
"1212","genesee",2011,2011-07-02,183,22.4,21.95,18.9,18.6,18.35,23.9,20.8,18.6,20.1571428571429,14,14,112,112,TRUE
"1213","genesee",2011,2011-07-03,184,23.4,24.7,21.95,18.9,18.6,18.35,23.9,20.8,21.0285714285714,14,14,112,112,TRUE
"1214","genesee",2011,2011-07-04,185,23.9,21.95,24.7,21.95,18.9,18.6,18.35,23.9,21.1928571428571,14,14,112,112,TRUE
"1215","genesee",2011,2011-07-05,186,24.1,21.65,21.95,24.7,21.95,18.9,18.6,18.35,20.8714285714286,14,14,112,112,TRUE
"1216","genesee",2011,2011-07-06,187,24.8,24.75,21.65,21.95,24.7,21.95,18.9,18.6,21.7857142857143,14,14,112,112,TRUE
"1217","genesee",2011,2011-07-07,188,25.3,21.7,24.75,21.65,21.95,24.7,21.95,18.9,22.2285714285714,14,14,112,112,TRUE
"1218","genesee",2011,2011-07-08,189,25.3,21.7,21.7,24.75,21.65,21.95,24.7,21.95,22.6285714285714,14,14,112,112,TRUE
"1219","genesee",2011,2011-07-09,190,25.4,20.85,21.7,21.7,24.75,21.65,21.95,24.7,22.4714285714286,14,14,112,112,TRUE
"1220","genesee",2011,2011-07-10,191,25.2,23.65,20.85,21.7,21.7,24.75,21.65,21.95,22.3214285714286,14,14,112,112,TRUE
"1221","genesee",2011,2011-07-11,192,25.5,27.2,23.65,20.85,21.7,21.7,24.75,21.65,23.0714285714286,14,14,112,112,TRUE
"1222","genesee",2011,2011-07-12,193,25.7,26.7,27.2,23.65,20.85,21.7,21.7,24.75,23.7928571428571,14,14,112,112,TRUE
"1223","genesee",2011,2011-07-13,194,26,21.7,26.7,27.2,23.65,20.85,21.7,21.7,23.3571428571429,14,14,112,112,TRUE
"1224","genesee",2011,2011-07-14,195,26,20,21.7,26.7,27.2,23.65,20.85,21.7,23.1142857142857,14,14,112,112,TRUE
"1225","genesee",2011,2011-07-15,196,25.8,20.3,20,21.7,26.7,27.2,23.65,20.85,22.9142857142857,14,14,112,112,TRUE
"1226","genesee",2011,2011-07-16,197,25.9,23.3,20.3,20,21.7,26.7,27.2,23.65,23.2642857142857,14,14,112,112,TRUE
"1227","genesee",2011,2011-07-17,198,26.2,25.55,23.3,20.3,20,21.7,26.7,27.2,23.5357142857143,14,14,112,112,TRUE
"1228","genesee",2011,2011-07-18,199,26.5,26.7,25.55,23.3,20.3,20,21.7,26.7,23.4642857142857,14,14,112,112,TRUE
"1229","genesee",2011,2011-07-19,200,27.1,24.45,26.7,25.55,23.3,20.3,20,21.7,23.1428571428571,14,14,112,112,TRUE
"1230","genesee",2011,2011-07-20,201,27.2,26.65,24.45,26.7,25.55,23.3,20.3,20,23.85,14,14,112,112,TRUE
"1231","genesee",2011,2011-07-21,202,27.6,30,26.65,24.45,26.7,25.55,23.3,20.3,25.2785714285714,14,14,112,112,TRUE
"1232","genesee",2011,2011-07-22,203,28.6,28.05,30,26.65,24.45,26.7,25.55,23.3,26.3857142857143,14,14,112,112,TRUE
"1233","genesee",2012,2012-04-01,92,7.9,1.1,2.5,2.25,3.6,12.8,1.95,3.35,3.93571428571429,15,15,112,112,TRUE
"1234","genesee",2012,2012-04-02,93,7.2,5.3,1.1,2.5,2.25,3.6,12.8,1.95,4.21428571428571,15,15,112,112,TRUE
"1235","genesee",2012,2012-04-03,94,7.3,5.3,5.3,1.1,2.5,2.25,3.6,12.8,4.69285714285714,15,15,112,112,TRUE
"1236","genesee",2012,2012-04-04,95,7.8,7.25,5.3,5.3,1.1,2.5,2.25,3.6,3.9,15,15,112,112,TRUE
"1237","genesee",2012,2012-04-05,96,8.5,3.9,7.25,5.3,5.3,1.1,2.5,2.25,3.94285714285714,15,15,112,112,TRUE
"1238","genesee",2012,2012-04-06,97,8.8,4.7,3.9,7.25,5.3,5.3,1.1,2.5,4.29285714285714,15,15,112,112,TRUE
"1239","genesee",2012,2012-04-07,98,9.2,5.85,4.7,3.9,7.25,5.3,5.3,1.1,4.77142857142857,15,15,112,112,TRUE
"1240","genesee",2012,2012-04-08,99,9.6,9.2,5.85,4.7,3.9,7.25,5.3,5.3,5.92857142857143,15,15,112,112,TRUE
"1241","genesee",2012,2012-04-09,100,9.5,8.3,9.2,5.85,4.7,3.9,7.25,5.3,6.35714285714286,15,15,112,112,TRUE
"1242","genesee",2012,2012-04-10,101,9.6,6.4,8.3,9.2,5.85,4.7,3.9,7.25,6.51428571428571,15,15,112,112,TRUE
"1243","genesee",2012,2012-04-11,102,9.4,6.95,6.4,8.3,9.2,5.85,4.7,3.9,6.47142857142857,15,15,112,112,TRUE
"1244","genesee",2012,2012-04-12,103,9.9,10,6.95,6.4,8.3,9.2,5.85,4.7,7.34285714285714,15,15,112,112,TRUE
"1245","genesee",2012,2012-04-13,104,10.1,7.8,10,6.95,6.4,8.3,9.2,5.85,7.78571428571429,15,15,112,112,TRUE
"1246","genesee",2012,2012-04-14,105,10.4,11.1,7.8,10,6.95,6.4,8.3,9.2,8.53571428571429,15,15,112,112,TRUE
"1247","genesee",2012,2012-04-15,106,10.9,16.95,11.1,7.8,10,6.95,6.4,8.3,9.64285714285714,15,15,112,112,TRUE
"1248","genesee",2012,2012-04-16,107,11.9,21.95,16.95,11.1,7.8,10,6.95,6.4,11.5928571428571,15,15,112,112,TRUE
"1249","genesee",2012,2012-04-17,108,12.9,8.05,21.95,16.95,11.1,7.8,10,6.95,11.8285714285714,15,15,112,112,TRUE
"1250","genesee",2012,2012-04-18,109,13.3,5.55,8.05,21.95,16.95,11.1,7.8,10,11.6285714285714,15,15,112,112,TRUE
"1251","genesee",2012,2012-04-19,110,13.9,12.2,5.55,8.05,21.95,16.95,11.1,7.8,11.9428571428571,15,15,112,112,TRUE
"1252","genesee",2012,2012-04-20,111,14.9,18.9,12.2,5.55,8.05,21.95,16.95,11.1,13.5285714285714,15,15,112,112,TRUE
"1253","genesee",2012,2012-04-21,112,14.8,8.9,18.9,12.2,5.55,8.05,21.95,16.95,13.2142857142857,15,15,112,112,TRUE
"1254","genesee",2012,2012-04-22,113,13.7,4.45,8.9,18.9,12.2,5.55,8.05,21.95,11.4285714285714,15,15,112,112,TRUE
"1255","genesee",2012,2012-04-23,114,11.2,2.25,4.45,8.9,18.9,12.2,5.55,8.05,8.61428571428571,15,15,112,112,TRUE
"1256","genesee",2012,2012-04-24,115,8.4,4.15,2.25,4.45,8.9,18.9,12.2,5.55,8.05714285714286,15,15,112,112,TRUE
"1257","genesee",2012,2012-04-25,116,7.1,7.5,4.15,2.25,4.45,8.9,18.9,12.2,8.33571428571429,15,15,112,112,TRUE
"1258","genesee",2012,2012-04-26,117,8,8.9,7.5,4.15,2.25,4.45,8.9,18.9,7.86428571428571,15,15,112,112,TRUE
"1259","genesee",2012,2012-04-27,118,8.3,3.35,8.9,7.5,4.15,2.25,4.45,8.9,5.64285714285714,15,15,112,112,TRUE
"1260","genesee",2012,2012-04-28,119,8.2,3.05,3.35,8.9,7.5,4.15,2.25,4.45,4.80714285714286,15,15,112,112,TRUE
"1261","genesee",2012,2012-04-29,120,8.6,5,3.05,3.35,8.9,7.5,4.15,2.25,4.88571428571429,15,15,112,112,TRUE
"1262","genesee",2012,2012-04-30,121,8.9,6.65,5,3.05,3.35,8.9,7.5,4.15,5.51428571428571,15,15,112,112,TRUE
"1263","genesee",2012,2012-05-01,122,9.5,11.9,6.65,5,3.05,3.35,8.9,7.5,6.62142857142857,15,15,112,112,TRUE
"1264","genesee",2012,2012-05-02,123,11,15.85,11.9,6.65,5,3.05,3.35,8.9,7.81428571428571,15,15,112,112,TRUE
"1265","genesee",2012,2012-05-03,124,12.9,19.7,15.85,11.9,6.65,5,3.05,3.35,9.35714285714286,15,15,112,112,TRUE
"1266","genesee",2012,2012-05-04,125,15.2,18.3,19.7,15.85,11.9,6.65,5,3.05,11.4928571428571,15,15,112,112,TRUE
"1267","genesee",2012,2012-05-05,126,17.1,10.85,18.3,19.7,15.85,11.9,6.65,5,12.6071428571429,15,15,112,112,TRUE
"1268","genesee",2012,2012-05-06,127,17,10.55,10.85,18.3,19.7,15.85,11.9,6.65,13.4,15,15,112,112,TRUE
"1269","genesee",2012,2012-05-07,128,16.1,14.45,10.55,10.85,18.3,19.7,15.85,11.9,14.5142857142857,15,15,112,112,TRUE
"1270","genesee",2012,2012-05-08,129,15.3,15.55,14.45,10.55,10.85,18.3,19.7,15.85,15.0357142857143,15,15,112,112,TRUE
"1271","genesee",2012,2012-05-09,130,15.5,14.7,15.55,14.45,10.55,10.85,18.3,19.7,14.8714285714286,15,15,112,112,TRUE
"1272","genesee",2012,2012-05-10,131,15.4,11.4,14.7,15.55,14.45,10.55,10.85,18.3,13.6857142857143,15,15,112,112,TRUE
"1273","genesee",2012,2012-05-11,132,15.2,13.05,11.4,14.7,15.55,14.45,10.55,10.85,12.9357142857143,15,15,112,112,TRUE
"1274","genesee",2012,2012-05-12,133,15.4,15.25,13.05,11.4,14.7,15.55,14.45,10.55,13.5642857142857,15,15,112,112,TRUE
"1275","genesee",2012,2012-05-13,134,16.1,16.4,15.25,13.05,11.4,14.7,15.55,14.45,14.4,15,15,112,112,TRUE
"1276","genesee",2012,2012-05-14,135,17.2,17.2,16.4,15.25,13.05,11.4,14.7,15.55,14.7928571428571,15,15,112,112,TRUE
"1277","genesee",2012,2012-05-15,136,18.2,17.5,17.2,16.4,15.25,13.05,11.4,14.7,15.0714285714286,15,15,112,112,TRUE
"1278","genesee",2012,2012-05-16,137,18.7,15,17.5,17.2,16.4,15.25,13.05,11.4,15.1142857142857,15,15,112,112,TRUE
"1279","genesee",2012,2012-05-17,138,18.6,10,15,17.5,17.2,16.4,15.25,13.05,14.9142857142857,15,15,112,112,TRUE
"1280","genesee",2012,2012-05-18,139,18.6,13.3,10,15,17.5,17.2,16.4,15.25,14.95,15,15,112,112,TRUE
"1281","genesee",2012,2012-05-19,140,18.9,18.6,13.3,10,15,17.5,17.2,16.4,15.4285714285714,15,15,112,112,TRUE
"1282","genesee",2012,2012-05-20,141,19.6,20.55,18.6,13.3,10,15,17.5,17.2,16.0214285714286,15,15,112,112,TRUE
"1283","genesee",2012,2012-05-21,142,20.6,21.65,20.55,18.6,13.3,10,15,17.5,16.6571428571429,15,15,112,112,TRUE
"1284","genesee",2012,2012-05-22,143,21.4,20.3,21.65,20.55,18.6,13.3,10,15,17.0571428571429,15,15,112,112,TRUE
"1285","genesee",2012,2012-05-23,144,21.7,20.55,20.3,21.65,20.55,18.6,13.3,10,17.85,15,15,112,112,TRUE
"1286","genesee",2012,2012-05-24,145,21.9,21.35,20.55,20.3,21.65,20.55,18.6,13.3,19.4714285714286,15,15,112,112,TRUE
"1287","genesee",2012,2012-05-25,146,22.5,25.55,21.35,20.55,20.3,21.65,20.55,18.6,21.2214285714286,15,15,112,112,TRUE
"1288","genesee",2012,2012-05-26,147,23.1,21.4,25.55,21.35,20.55,20.3,21.65,20.55,21.6214285714286,15,15,112,112,TRUE
"1289","genesee",2012,2012-05-27,148,23.3,20,21.4,25.55,21.35,20.55,20.3,21.65,21.5428571428571,15,15,112,112,TRUE
"1290","genesee",2012,2012-05-28,149,23.3,24.15,20,21.4,25.55,21.35,20.55,20.3,21.9,15,15,112,112,TRUE
"1291","genesee",2012,2012-05-29,150,24,24.75,24.15,20,21.4,25.55,21.35,20.55,22.5357142857143,15,15,112,112,TRUE
"1292","genesee",2012,2012-05-30,151,24,19.15,24.75,24.15,20,21.4,25.55,21.35,22.3357142857143,15,15,112,112,TRUE
"1293","genesee",2012,2012-05-31,152,23.3,15.3,19.15,24.75,24.15,20,21.4,25.55,21.4714285714286,15,15,112,112,TRUE
"1294","genesee",2012,2012-06-01,153,21.8,14.45,15.3,19.15,24.75,24.15,20,21.4,19.8857142857143,15,15,112,112,TRUE
"1295","genesee",2012,2012-06-02,154,20.7,15.55,14.45,15.3,19.15,24.75,24.15,20,19.05,15,15,112,112,TRUE
"1296","genesee",2012,2012-06-03,155,19.6,15.8,15.55,14.45,15.3,19.15,24.75,24.15,18.45,15,15,112,112,TRUE
"1297","genesee",2012,2012-06-04,156,18,12.25,15.8,15.55,14.45,15.3,19.15,24.75,16.75,15,15,112,112,TRUE
"1298","genesee",2012,2012-06-05,157,17,15,12.25,15.8,15.55,14.45,15.3,19.15,15.3571428571429,15,15,112,112,TRUE
"1299","genesee",2012,2012-06-06,158,17.1,15.8,15,12.25,15.8,15.55,14.45,15.3,14.8785714285714,15,15,112,112,TRUE
"1300","genesee",2012,2012-06-07,159,17.8,18.05,15.8,15,12.25,15.8,15.55,14.45,15.2714285714286,15,15,112,112,TRUE
"1301","genesee",2012,2012-06-08,160,18.9,19.45,18.05,15.8,15,12.25,15.8,15.55,15.9857142857143,15,15,112,112,TRUE
"1302","genesee",2012,2012-06-09,161,19.8,20,19.45,18.05,15.8,15,12.25,15.8,16.6214285714286,15,15,112,112,TRUE
"1303","genesee",2012,2012-06-10,162,20.8,23.9,20,19.45,18.05,15.8,15,12.25,17.7785714285714,15,15,112,112,TRUE
"1304","genesee",2012,2012-06-11,163,22,24.7,23.9,20,19.45,18.05,15.8,15,19.5571428571429,15,15,112,112,TRUE
"1305","genesee",2012,2012-06-12,164,23,20.25,24.7,23.9,20,19.45,18.05,15.8,20.3071428571429,15,15,112,112,TRUE
"1306","genesee",2012,2012-06-13,165,22.4,15.6,20.25,24.7,23.9,20,19.45,18.05,20.2785714285714,15,15,112,112,TRUE
"1307","genesee",2012,2012-06-14,166,21.5,16.65,15.6,20.25,24.7,23.9,20,19.45,20.0785714285714,15,15,112,112,TRUE
"1308","genesee",2012,2012-06-15,167,20.9,18.9,16.65,15.6,20.25,24.7,23.9,20,20,15,15,112,112,TRUE
"1309","genesee",2012,2012-06-16,168,21,21.95,18.9,16.65,15.6,20.25,24.7,23.9,20.2785714285714,15,15,112,112,TRUE
"1310","genesee",2012,2012-06-17,169,22.4,23.85,21.95,18.9,16.65,15.6,20.25,24.7,20.2714285714286,15,15,112,112,TRUE
"1311","genesee",2012,2012-06-18,170,23.1,23.3,23.85,21.95,18.9,16.65,15.6,20.25,20.0714285714286,15,15,112,112,TRUE
"1312","genesee",2012,2012-06-19,171,23.8,25,23.3,23.85,21.95,18.9,16.65,15.6,20.75,15,15,112,112,TRUE
"1313","genesee",2012,2012-06-20,172,24.8,27.2,25,23.3,23.85,21.95,18.9,16.65,22.4071428571429,15,15,112,112,TRUE
"1314","genesee",2012,2012-06-21,173,25.6,26.4,27.2,25,23.3,23.85,21.95,18.9,23.8,15,15,112,112,TRUE
"1315","genesee",2012,2012-06-22,174,26.2,22.5,26.4,27.2,25,23.3,23.85,21.95,24.3142857142857,15,15,112,112,TRUE
"1316","genesee",2012,2012-06-23,175,26.2,20,22.5,26.4,27.2,25,23.3,23.85,24.0357142857143,15,15,112,112,TRUE
"1317","genesee",2012,2012-06-24,176,25.9,20.85,20,22.5,26.4,27.2,25,23.3,23.6071428571429,15,15,112,112,TRUE
"1318","genesee",2012,2012-06-25,177,25.3,17.8,20.85,20,22.5,26.4,27.2,25,22.8214285714286,15,15,112,112,TRUE
"1319","genesee",2012,2012-06-26,178,24.4,18.05,17.8,20.85,20,22.5,26.4,27.2,21.8285714285714,15,15,112,112,TRUE
"1320","genesee",2012,2012-06-27,179,23.8,20.3,18.05,17.8,20.85,20,22.5,26.4,20.8428571428571,15,15,112,112,TRUE
"1321","genesee",2012,2012-06-28,180,23.5,23.05,20.3,18.05,17.8,20.85,20,22.5,20.3642857142857,15,15,112,112,TRUE
"1322","genesee",2012,2012-06-29,181,24.4,25.85,23.05,20.3,18.05,17.8,20.85,20,20.8428571428571,15,15,112,112,TRUE
"1323","genesee",2012,2012-06-30,182,24.9,24.45,25.85,23.05,20.3,18.05,17.8,20.85,21.4785714285714,15,15,112,112,TRUE
"1324","genesee",2012,2012-07-01,183,25.4,23.05,24.45,25.85,23.05,20.3,18.05,17.8,21.7928571428571,15,15,112,112,TRUE
"1325","genesee",2012,2012-07-02,184,25.6,22.5,23.05,24.45,25.85,23.05,20.3,18.05,22.4642857142857,15,15,112,112,TRUE
"1326","genesee",2012,2012-07-03,185,25.7,23.35,22.5,23.05,24.45,25.85,23.05,20.3,23.2214285714286,15,15,112,112,TRUE
"1327","genesee",2012,2012-07-04,186,26.1,26.4,23.35,22.5,23.05,24.45,25.85,23.05,24.0928571428571,15,15,112,112,TRUE
"1328","genesee",2012,2012-07-05,187,27,23.9,26.4,23.35,22.5,23.05,24.45,25.85,24.2142857142857,15,15,112,112,TRUE
"1329","genesee",2012,2012-07-06,188,27.2,26.35,23.9,26.4,23.35,22.5,23.05,24.45,24.2857142857143,15,15,112,112,TRUE
"1330","genesee",2012,2012-07-07,189,27.4,23.3,26.35,23.9,26.4,23.35,22.5,23.05,24.1214285714286,15,15,112,112,TRUE
"1331","genesee",2012,2012-07-08,190,27.4,23.05,23.3,26.35,23.9,26.4,23.35,22.5,24.1214285714286,15,15,112,112,TRUE
"1332","genesee",2012,2012-07-09,191,27.4,21.95,23.05,23.3,26.35,23.9,26.4,23.35,24.0428571428571,15,15,112,112,TRUE
"1333","genesee",2012,2012-07-10,192,27.2,21.65,21.95,23.05,23.3,26.35,23.9,26.4,23.8,15,15,112,112,TRUE
"1334","genesee",2012,2012-07-11,193,26.9,20.8,21.65,21.95,23.05,23.3,26.35,23.9,23,15,15,112,112,TRUE
"1335","genesee",2012,2012-07-12,194,27,22.75,20.8,21.65,21.95,23.05,23.3,26.35,22.8357142857143,15,15,112,112,TRUE
"1336","genesee",2012,2012-07-13,195,27.3,25.3,22.75,20.8,21.65,21.95,23.05,23.3,22.6857142857143,15,15,112,112,TRUE
"1337","genesee",2012,2012-07-14,196,27.4,25.8,25.3,22.75,20.8,21.65,21.95,23.05,23.0428571428571,15,15,112,112,TRUE
"1338","genesee",2012,2012-07-15,197,27.7,25,25.8,25.3,22.75,20.8,21.65,21.95,23.3214285714286,15,15,112,112,TRUE
"1339","genesee",2012,2012-07-16,198,27.7,25.8,25,25.8,25.3,22.75,20.8,21.65,23.8714285714286,15,15,112,112,TRUE
"1340","genesee",2012,2012-07-17,199,27.8,29.45,25.8,25,25.8,25.3,22.75,20.8,24.9857142857143,15,15,112,112,TRUE
"1341","genesee",2012,2012-07-18,200,28.2,23.3,29.45,25.8,25,25.8,25.3,22.75,25.3428571428571,15,15,112,112,TRUE
"1342","genesee",2012,2012-07-19,201,27.7,20.3,23.3,29.45,25.8,25,25.8,25.3,24.9928571428571,15,15,112,112,TRUE
"1343","genesee",2012,2012-07-20,202,26.2,20.25,20.3,23.3,29.45,25.8,25,25.8,24.2714285714286,15,15,112,112,TRUE
"1344","genesee",2012,2012-07-21,203,26,21.35,20.25,20.3,23.3,29.45,25.8,25,23.6357142857143,15,15,112,112,TRUE
"1345","genesee",2013,2013-04-02,92,5.3,-1.9,2,7.2,4.75,6.1,4.15,4.15,3.77857142857143,11,11,112,112,TRUE
"1346","genesee",2013,2013-04-03,93,4.5,0.0499999999999998,-1.9,2,7.2,4.75,6.1,4.15,3.19285714285714,11,11,112,112,TRUE
"1347","genesee",2013,2013-04-04,94,3.9,3.9,0.0499999999999998,-1.9,2,7.2,4.75,6.1,3.15714285714286,11,11,112,112,TRUE
"1348","genesee",2013,2013-04-05,95,4.4,3.1,3.9,0.0499999999999998,-1.9,2,7.2,4.75,2.72857142857143,11,11,112,112,TRUE
"1349","genesee",2013,2013-04-06,96,4.8,2,3.1,3.9,0.0499999999999998,-1.9,2,7.2,2.33571428571429,11,11,112,112,TRUE
"1350","genesee",2013,2013-04-07,97,6.3,14.15,2,3.1,3.9,0.0499999999999998,-1.9,2,3.32857142857143,11,11,112,112,TRUE
"1351","genesee",2013,2013-04-08,98,7.6,10,14.15,2,3.1,3.9,0.0499999999999998,-1.9,4.47142857142857,11,11,112,112,TRUE
"1352","genesee",2013,2013-04-09,99,9.1,11.7,10,14.15,2,3.1,3.9,0.0499999999999998,6.41428571428571,11,11,112,112,TRUE
"1353","genesee",2013,2013-04-10,100,9.9,6.1,11.7,10,14.15,2,3.1,3.9,7.27857142857143,11,11,112,112,TRUE
